Id,question_id,label
13982,4486,Stairway to Heaven
13983,4487,AWLD status
13984,4487,language official
13985,4487,Mamluk Sultanate
13986,4488,period covered
13987,4488,mentioned in
13988,4488,Little Brother
13989,4489,outer planet
13990,4489,MAX(albedo)
13991,4489,parent astronomical body
13992,4489,Sun
13993,4490,script
13994,4490,created on language
13995,4490,Fire Line Hunting
13996,4491,end time
13997,4491,academic degree
13998,4491,{Park Geun-hye
13999,4491,educated at
14000,4491,Sogang University
14001,4492,genre
14002,4492,performer
14003,4492,Godzilla
14004,4493,ionization energy
14005,4493,phenol
14006,4493,equals
14007,4493,8.5
14008,4494,experiment
14009,4494,totem
14010,4495,FilmTv.it person ID
14011,4495,George Harrison
14012,4496,series
14013,4496,Star Wars Episode VI: Return of the Jedi
14014,4496,followed by
14015,4497,point in time
14016,4497,Larry Bird
14017,4497,award received
14018,4497,All-NBA Team
14019,4498,label
14020,4498,preceded by
14021,4498,Dr. Hee
14022,4499,loyalty
14023,4499,José Miguel Carrera del Pico
14024,4499,diplomatic relation
14025,4499,India
14026,4500,first-order metaclass
14027,4500,disjoint union of
14028,4500,list values as qualifiers
14029,4500,level
14030,4501,game variant
14031,4501,'b'
14032,4502,drag coefficient
14033,4502,Tesla Model 3
14034,4502,greater than
14035,4502,0.184
14036,4503,negative emotion
14037,4503,drug used for treatment
14038,4503,cocaine
14039,4504,human
14040,4504,country of citizenship
14041,4504,Inca Empire
14042,4505,located on street
14043,4505,National Technical Museum
14044,4506,reservoir
14045,4506,reservoir created
14046,4506,Oroville Dam
14047,4507,etymology
14048,4507,ampere
14049,4507,biological sex
14050,4507,male
14051,4508,United_States_Declaration_of_Independence
14052,4508,location
14053,4508,Philadelphia
14054,4509,enterprise
14055,4509,developer
14056,4509,Skype
14057,4510,historical country
14058,4510,official language
14059,4510,Latin
14060,4511,point in time
14061,4511,Southeast Asia
14062,4511,number of out of school children
14063,4511,2.73761e+07
14064,4512,end time
14065,4512,Géza Gárdonyi
14066,4512,educated at
14067,4512,ERROR1
14068,4513,Forrest_Gump
14069,4513,director
14070,4513,Robert Zemeckis
14071,4514,art movement
14072,4514,partially coincident with
14073,4514,Futurism
14074,4515,replaces
14075,4515,Chris Watson
14076,4515,position held
14077,4515,Prime Minister of Australia
14078,4516,ancestral home
14079,4516,England
14080,4517,character role
14081,4517,Anna Netrebko
14082,4518,church building
14083,4518,patron saint
14084,4518,Saint George
14085,4519,human
14086,4519,significant person
14087,4519,Carl Gustav Jung
14088,4520,heptalogy
14089,4520,saga
14090,4521,tuition fee
14091,4521,National University of Singapore
14092,4521,greater than
14093,4521,28200.0
14094,4522,KANTL member ID
14095,4522,Otto Jespersen
14096,4523,municipal corporation in India
14097,4523,authority
14098,4523,Amritsar Municipal Corporation
14099,4523,amritsar
14100,4524,capital
14101,4524,Kassel
14102,4525,Empire_State_Building
14103,4525,located on street
14104,4525,Fifth Avenue
14105,4525,34th Street
14106,4526,secular state
14107,4526,MAX(total reserves)
14108,4526,diplomatic relation
14109,4526,Ecuador
14110,4527,found in species
14111,4527,citric acid
14112,4527,type genus
14113,4527,Carl Linnaeus
14114,4528,end time
14115,4528,Hesse
14116,4528,head of government
14117,4528,Georg August Zinn
14118,4529,profession
14119,4529,field of this occupation
14120,4529,rugby union
14121,4530,military branch
14122,4530,Erwin Rommel
14123,4531,James_Franco
14124,4531,student of
14125,4531,Sanford Meisner
14126,4532,instance of
14127,4532,Oleg of Novgorod
14128,4532,date of birth
14129,4532,900-1-1
14130,4533,educated at
14131,4533,Wendy Wasserstein
14132,4534,place served by transport hub
14133,4534,Buenos Aires
14134,4535,DAMIT asteroid ID
14135,4535,10 Hygiea
14136,4536,mathematical concept
14137,4536,'u'
14138,4537,medication
14139,4537,medical condition treated
14140,4537,bipolar disorder
14141,4538,diplomatic relation
14142,4538,state
14143,4538,Pamlico Sound
14144,4539,astronomical object type
14145,4539,void
14146,4540,historical country
14147,4540,country of citizenship
14148,4540,Josip Broz Tito
14149,4541,quantity symbol
14150,4541,velocity
14151,4542,state function
14152,4542,measured by
14153,4542,degree Fahrenheit
14154,4543,end time
14155,4543,Rush Limbaugh
14156,4543,has pet
14157,4543,Punkin
14158,4544,field of this employment
14159,4544,employment
14160,4544,Molly Grue
14161,4545,died on
14162,4545,patron saint
14163,4545,dog
14164,4546,Nazi_Germany
14165,4546,legislative body
14166,4546,Reichstag
14167,4547,G-type main-sequence star
14168,4547,parent astronomical body
14169,4547,Jupiter
14170,4548,Marilyn_Manson
14171,4548,different from
14172,4548,Marilyn Manson
14173,4549,aerospace manufacturer
14174,4549,MAX(operating income)
14175,4549,instance of
14176,4549,business enterprise
14177,4550,capital
14178,4550,twinned administrative body
14179,4550,Vancouver
14180,4551,is in administrative unit
14181,4551,adjacent to
14182,4551,"Clementi, Singapore"
14183,4552,urban population
14184,4552,Ambajipeta mandal
14185,4552,equals
14186,4552,0
14187,4553,employment
14188,4553,uncle
14189,4553,Caroline Chisholm
14190,4554,child
14191,4554,Abigail Adams
14192,4554,date of death
14193,4555,birthplace
14194,4555,Ahmad al-Mansur
14195,4555,twin city
14196,4555,Trarza Region
14197,4556,record label
14198,4556,genre
14199,4556,Backstreet_Boys
14200,4557,significant event
14201,4557,Sarah Bernhardt
14202,4557,point in time
14203,4558,point in time
14204,4558,Belgium
14205,4558,population
14206,4558,11150516
14207,4559,birth location
14208,4559,David Dudley Field II
14209,4559,acreage
14210,4559,14357.0
14211,4560,number of children
14212,4560,Catherine Keener
14213,4560,equals
14214,4560,0.8
14215,4561,reward program
14216,4561,KLM
14217,4562,illustration by
14218,4562,Goodnight Moon
14219,4562,die from
14220,4562,Alzheimers disease
14221,4563,point in time
14222,4563,Wilhelm II
14223,4563,award received
14224,4563,Royal Victorian Chain
14225,4564,diplomatic relation
14226,4564,originates
14227,4564,The Age of Innocence
14228,4565,expedition
14229,4565,start point
14230,4565,St. Louis
14231,4565,expedition
14232,4566,anthropomorphic character
14233,4566,characters
14234,4566,The Lion King
14235,4567,water footprint
14236,4567,chicken
14237,4567,equals
14238,4567,4325
14239,4568,taxon
14240,4568,this taxon is source of
14241,4568,palm oil
14242,4569,Swedish portrait archive
14243,4569,Jöns Jacob Berzelius
14244,4570,ultimate tensile strength
14245,4570,Alloy 718
14246,4570,equals
14247,4570,1240
14248,4571,government headed by
14249,4571,burial place
14250,4571,Ebenezer Cobb Morley
14251,4572,superhuman feature or ability
14252,4572,time travel
14253,4573,position held
14254,4573,Helmut Schmidt
14255,4574,together with
14256,4574,prize money
14257,4574,{William Henry Bragg
14258,4574,award received
14259,4574,Nobel Prize in Physics
14260,4575,has decorative pattern
14261,4575,blazer
14262,4576,refractive index
14263,4576,water
14264,4577,has fruit type
14265,4577,Chrysanthemum
14266,4578,shareholder
14267,4578,hometown
14268,4578,Paul Boyer de Bouillane
14269,4579,island nation
14270,4579,MAX(Human Development Index)
14271,4580,start time
14272,4580,Nancy Reagan
14273,4580,spouse
14274,4580,Ronald Reagan
14275,4581,principle office
14276,4581,deathplace
14277,4581,Jeremy Bentham
14278,4582,end cause
14279,4582,elected in
14280,4582,{George Reid
14281,4582,position held
14282,4582,Member of the 30th Parliament of the United Kingdom
14283,4583,retirement age
14284,4583,Belgium
14285,4583,equals
14286,4583,67
14287,4584,film
14288,4584,narrative location
14289,4584,Montreal
14290,4585,commander of
14291,4585,Pyotr Bagration
14292,4586,Political party in the Russian Empire
14293,4586,member of political party
14294,4586,Vladimir Lenin
14295,4587,Russian dialect
14296,4587,dialect of
14297,4587,Russian
14298,4588,Mercosur code
14299,4588,using
14300,4588,ironing
14301,4589,cat breed
14302,4589,toyger
14303,4590,academic discipline
14304,4590,partially coincident with
14305,4590,humanities
14306,4591,characters
14307,4591,genre
14308,4591,Paradise_Lost
14309,4592,office held by head of government
14310,4592,head of state
14311,4592,Arunachal_Pradesh
14312,4593,branch
14313,4593,distributed by
14314,4593,You Never Can Tell
14315,4594,book
14316,4594,publisher
14317,4594,Rolling Stone
14318,4595,follows
14319,4595,European Union
14320,4595,"dissolved, abolished or demolished"
14321,4596,collectible card game
14322,4596,MAX(maximum number of players)
14323,4596,input method
14324,4596,computer keyboard
14325,4597,spouse
14326,4597,John Ruskin
14327,4597,start time
14328,4598,UTC timezone offset
14329,4598,Korea Standard Time
14330,4598,equals
14331,4598,9
14332,4599,used by
14333,4599,pistol
14334,4600,sports
14335,4600,sportss discipline
14336,4600,Kristína Kabátová
14337,4601,end time
14338,4601,start time
14339,4601,{Charles Boyer
14340,4601,spouse
14341,4601,Pat Paterson
14342,4602,mean anomaly
14343,4602,3149 Okudzhava
14344,4602,equals
14345,4602,3.89657
14346,4603,determination method
14347,4603,Rimini
14348,4603,population
14349,4603,148908
14350,4604,border
14351,4604,location of birth
14352,4604,Johann Pachelbel
14353,4605,musical instrument
14354,4605,composed by
14355,4605,Piano Concerto No. 2
14356,4606,hereditary title
14357,4606,honorific prefix
14358,4606,Salman of Saudi Arabia
14359,4607,point in time
14360,4607,Khadija Ismayilova
14361,4607,award received
14362,4607,Global Shining Light Award
14363,4608,branch of chemistry
14364,4608,opposite of
14365,4608,organic chemistry
14366,4609,business
14367,4609,manufacturer
14368,4609,Minigun
14369,4610,of
14370,4610,Jacinda Ardern
14371,4610,position held
14372,4610,president
14373,4611,strain
14374,4611,MAX(minimum viable temperature)
14375,4611,biosafety level
14376,4611,biosafety level 1
14377,4612,clade
14378,4612,'x'
14379,4613,hometown
14380,4613,made by
14381,4613,many-worlds interpretation
14382,4614,statement is subject of
14383,4614,Tony Curtis
14384,4614,nominated for
14385,4614,Academy Award for Best Actor
14386,4615,boiling point
14387,4615,fluorine
14388,4615,equals
14389,4615,-307
14390,4616,FOIH taxon ID
14391,4616,Juniperus
14392,4617,isotope of neutronium
14393,4617,MIN(mean lifetime)
14394,4617,subclass of
14395,4617,neutronium
14396,4618,point in time
14397,4618,together with
14398,4618,{Christopher A. Pissarides
14399,4618,award received
14400,4618,Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel
14401,4619,unit conversion
14402,4619,fork of
14403,4619,newton metre
14404,4620,preceeds
14405,4620,game platform
14406,4620,Insector X
14407,4621,populated places within
14408,4621,birthplace
14409,4621,Gerty Cori
14410,4622,consumption rate
14411,4622,petroleum
14412,4623,ideology
14413,4623,party
14414,4623,Florencio Durán
14415,4624,language of work or name
14416,4624,Flickr
14417,4625,pole position
14418,4625,Cale Yarborough
14419,4626,first described
14420,4626,subject
14421,4626,Fedor Yevgenyevich Korsh
14422,4627,coat of arms
14423,4627,Central African Republic
14424,4628,active in
14425,4628,inventor or discoverer
14426,4628,cosmic inflation
14427,4629,literary works
14428,4629,authors
14429,4629,Heat
14430,4630,shopping day
14431,4630,day in year for periodic occurrence
14432,4630,December 26
14433,4630,'b'
14434,4631,educated at
14435,4631,Vladimir Nabokov
14436,4631,academic major
14437,4632,military alliance
14438,4632,'u'
14439,4633,official website
14440,4633,George Meredith
14441,4633,archives at
14442,4633,Leeds University Library
14443,4634,George_IV_of_the_United_Kingdom
14444,4634,sibling
14445,4634,Edward VIII
14446,4634,Prince Alfred of Great Britain
14447,4635,headland
14448,4635,deepest point
14449,4635,Bonn
14450,4636,quantity
14451,4636,The Carnival of the Animals
14452,4636,instrumentation
14453,4636,double bass
14454,4637,Christian name
14455,4637,Kate Moss
14456,4637,script
14457,4637,Latin script
14458,4638,Oireachtas member ID
14459,4638,Seán MacBride
14460,4639,manufactures
14461,4639,label
14462,4639,Example
14463,4640,location of death
14464,4640,Antipater
14465,4640,denomination
14466,4640,denomination in ancient Greece
14467,4641,start time
14468,4641,end time
14469,4641,{Kanishka
14470,4641,position held
14471,4641,emperor
14472,4642,parent organization
14473,4642,owner of
14474,4642,UNICEF
14475,4643,river island
14476,4643,located on terrain feature
14477,4643,Montreal
14478,4644,vaccine
14479,4644,vaccine
14480,4645,battle
14481,4645,location
14482,4645,Kahlenberg
14483,4645,battle
14484,4646,country
14485,4646,diplomatic relation
14486,4646,African Union
14487,4647,PRS Legislative Research MP ID
14488,4647,Hema Malini
14489,4648,artistic genre
14490,4648,record producer
14491,4648,Complete Control
14492,4649,comic story
14493,4649,characters
14494,4649,Wyatt Earp
14495,4650,process
14496,4650,construction material
14497,4650,Stadshusbron
14498,4651,MeSH ID
14499,4651,Arctic
14500,4652,disease
14501,4652,anatomical location
14502,4652,respiratory system
14503,4653,biosafety level
14504,4653,1
14505,4654,World Rugby Hall of Fame ID
14506,4654,Colin Meads
14507,4655,competition class
14508,4655,women's sports
14509,4656,currency
14510,4656,Russian ruble
14511,4657,fundamental state of matter
14512,4657,manifestation of
14513,4657,gaseous state of matter
14514,4657,'g'
14515,4658,Sandrart.net person ID
14516,4658,Horus
14517,4659,municipality of Brazil
14518,4659,twinned administrative body
14519,4659,Vancouver
14520,4660,aircraft operated
14521,4660,grilling
14522,4660,introduced
14523,4660,-1000000-0-0
14524,4661,NLC authorities
14525,4661,Mo Yan
14526,4662,human
14527,4662,influenced by
14528,4662,Michael Faraday
14529,4663,founded by
14530,4663,named after
14531,4663,Walt_Disney_World
14532,4664,chronology of topic
14533,4664,on river
14534,4664,Sumatra
14535,4665,state function
14536,4665,measured by
14537,4665,kelvin
14538,4665,'t'
14539,4666,Augustus
14540,4666,sibling
14541,4666,Agrippina the Elder
14542,4666,Octavia the Elder
14543,4667,Cairn author ID
14544,4667,François Hollande
14545,4668,taxon
14546,4668,parent taxon
14547,4668,Cactaceae
14548,4669,daily newspaper
14549,4669,language of work or name
14550,4669,English
14551,4669,'t'
14552,4670,number of matches played
14553,4670,number of points/goals/set scored
14554,4670,{Roberto Baggio
14555,4670,member of sports team
14556,4670,Inter Milan
14557,4671,unit symbol
14558,4671,remake of
14559,4671,square inch
14560,4672,Syd_Barrett
14561,4672,instrument
14562,4672,bass guitar
14563,4672,violin
14564,4673,point in time
14565,4673,Quincy Jones
14566,4673,award received
14567,4673,Marian Anderson Award
14568,4674,software version
14569,4674,JavaScript
14570,4675,GPU
14571,4675,Xbox One
14572,4676,start time
14573,4676,JPMorgan Chase
14574,4676,IPv4 routing prefix
14575,4676,161.192.0.0/16
14576,4677,alcohol
14577,4677,physically interacts with
14578,4677,"Potassium inwardly-rectifying channel, subfamily J, member 3"
14579,4677,'e'
14580,4678,point in time
14581,4678,Bonnie and Clyde
14582,4678,award received
14583,4678,National Film Registry
14584,4679,Sachin_Tendulkar
14585,4679,religion
14586,4679,Indian religions
14587,4680,astronaut mission
14588,4680,Sally Ride
14589,4681,kids
14590,4681,Joachim Murat
14591,4681,wrote language
14592,4681,French
14593,4682,location of birth
14594,4682,José María Aznar
14595,4682,bordered by
14596,4682,Las Rozas de Madrid
14597,4683,replaced by
14598,4683,Albus Dumbledore
14599,4683,position held
14600,4683,headmaster of Hogwarts
14601,4684,material used
14602,4684,pumpkin pie
14603,4685,award
14604,4685,signatories
14605,4685,Declaration of the Establishment of the State of Israel
14606,4686,end time
14607,4686,end cause
14608,4686,{Robert Barclay Allardice
14609,4686,country of citizenship
14610,4686,Kingdom of Great Britain
14611,4687,incarnation of
14612,4687,Shiva
14613,4688,number of representations
14614,4688,California Dreams Tour
14615,4688,equals
14616,4688,3.6
14617,4689,applies to part
14618,4689,Tagus river
14619,4689,coordinate location
14620,4689,-1.6975
14621,4690,business
14622,4690,product or material produced
14623,4690,Minigun
14624,4691,standards organization
14625,4691,'t'
14626,4692,scale
14627,4692,TT scale
14628,4692,greater than
14629,4692,80.8
14630,4693,point in time
14631,4693,Miles Davis
14632,4693,award received
14633,4693,Léonie Sonning Music Prize
14634,4694,sexuality
14635,4694,champ
14636,4694,MTV Video Music Award for Best Male Video
14637,4695,minimum explosive concentration
14638,4695,insoluble uranium compounds
14639,4695,less than
14640,4695,72.0
14641,4696,contestant
14642,4696,preceded by
14643,4696,WrestleMania IV
14644,4697,film genre
14645,4697,voiced by
14646,4697,Aesthetica of a Rogue Hero
14647,4698,awards
14648,4698,Jerry Herman
14649,4698,leader
14650,4698,Lillian Gish
14651,4699,memoir
14652,4699,notable work
14653,4699,Hillary Clinton
14654,4700,number of matches played
14655,4700,number of points/goals/set scored
14656,4700,{Radamel Falcao García
14657,4700,member of sports team
14658,4700,Colombia national under-17 football team
14659,4701,account on
14660,4701,scriptwriter
14661,4701,The Voting System
14662,4702,administrative headquarters
14663,4702,Johor Sultanate
14664,4702,sister city
14665,4702,Istanbul
14666,4703,religious belief
14667,4703,'p'
14668,4704,place held
14669,4704,Battle of Pavia
14670,4704,post code
14671,4704,27100
14672,4705,noble title
14673,4705,Charles the Bald
14674,4705,followed by
14675,4706,black-body radiation
14676,4706,'h'
14677,4707,participant of
14678,4707,Beer Hall Putsch
14679,4708,chronology of topic
14680,4708,genre of music
14681,4708,Vito Acconci
14682,4709,watercolor painting
14683,4709,MAX(height)
14684,4709,collection
14685,4709,Rijksmuseum
14686,4710,forename
14687,4710,George Burns
14688,4710,same as
14689,4710,Jørn
14690,4711,end time
14691,4711,end cause
14692,4711,{James Matheson
14693,4711,position held
14694,4711,Member of the 19th Parliament of the United Kingdom
14695,4712,branch of service
14696,4712,voltigeur
14697,4713,recognition title
14698,4713,Max Planck
14699,4713,won by
14700,4713,George Shuckburgh-Evelyn
14701,4714,gyromagnetic ratio
14702,4714,neutron
14703,4715,elected in
14704,4715,end cause
14705,4715,{David Trimble
14706,4715,position held
14707,4715,Member of the 51st Parliament of the United Kingdom
14708,4716,human
14709,4716,influenced by
14710,4716,J. R. R. Tolkien
14711,4717,gravitational-wave detector
14712,4717,'v'
14713,4718,star
14714,4718,MAX(parallax)
14715,4719,human
14716,4719,founded by
14717,4719,UNICEF
14718,4720,twinned administrative body
14719,4720,Nice
14720,4721,coordinate location
14721,4721,Nestlé
14722,4721,headquarters location
14723,4721,Vevey
14724,4722,end time
14725,4722,Noam Chomsky
14726,4722,educated at
14727,4722,Harvard University
14728,4723,miniseries
14729,4723,series
14730,4723,The X-Files
14731,4724,Detroit
14732,4724,twinned administrative body
14733,4724,Basra
14734,4724,Kitwe
14735,4725,end cause
14736,4725,Henry VIII
14737,4725,spouse
14738,4725,Catherine Parr
14739,4726,start time
14740,4726,Kim Philby
14741,4726,spouse
14742,4726,Rufina Pukhova
14743,4727,geography of geographic location
14744,4727,geography of topic
14745,4727,Kinshasa
14746,4728,quantity
14747,4728,Medal of Honor
14748,4729,chemical structure
14749,4729,DL-asparagine
14750,4730,cooking method
14751,4730,'s'
14752,4731,number of matches played
14753,4731,number of points/goals/set scored
14754,4731,{Mircea Lucescu
14755,4731,member of sports team
14756,4731,FC Dinamo București
14757,4732,located in or next to body of water
14758,4732,located in time zone
14759,4732,Chicago
14760,4733,quantity buried
14761,4733,Marigny German War Cemetery
14762,4733,equals
14763,4733,11619
14764,4734,Chris_Martin
14765,4734,instrument
14766,4734,piano
14767,4735,Golden Globe Award
14768,4735,award received
14769,4735,Angela Lansbury
14770,4736,model
14771,4736,manufacturer
14772,4736,Intel
14773,4737,postal code
14774,4737,Seoul National University
14775,4737,headquarters location
14776,4737,Seoul
14777,4738,narrative location
14778,4738,characters
14779,4738,Treasure_Island
14780,4739,publication date
14781,4739,publisher
14782,4739,{Christopher Hitchens
14783,4739,notable work
14784,4739,Mortality
14785,4740,credit institution
14786,4740,owned by
14787,4740,Walmart
14788,4741,local calling code
14789,4741,twin town
14790,4741,León
14791,4742,space group
14792,4742,talc
14793,4743,life stance
14794,4743,Christian denomination
14795,4743,OSM key
14796,4743,Tag:life stance=christian
14797,4744,has case
14798,4744,first language
14799,4744,Millard Fillmore
14800,4745,ITU triathlete ID
14801,4745,Emma Snowsill
14802,4746,pendant of
14803,4746,intelligence quotient
14804,4747,child
14805,4747,Pedro I
14806,4747,mother
14807,4748,programming paradigm
14808,4748,dynamic programming
14809,4749,connector
14810,4749,USB-C
14811,4750,lake inflows
14812,4750,Lake Urmia
14813,4751,principal place
14814,4751,is in the city of
14815,4751,Route nationale 16
14816,4752,ancient Greek temple
14817,4752,temple
14818,4753,artistic theme
14819,4753,characters
14820,4753,Penitent thief
14821,4753,'c'
14822,4754,number of out of school children
14823,4754,continent
14824,4754,Merapi
14825,4755,friends
14826,4755,power
14827,4755,craft
14828,4755,anthropologist
14829,4756,point in time
14830,4756,Nan Goldin
14831,4756,award received
14832,4756,Hasselblad Award
14833,4757,time-weighted average exposure limit
14834,4757,beryllium
14835,4757,equals
14836,4757,0.0024
14837,4758,human
14838,4758,influenced by
14839,4758,Venice
14840,4759,directed by
14841,4759,Battleship Potemkin
14842,4759,awarded
14843,4759,State Stalin Prize
14844,4760,together with
14845,4760,followed by
14846,4760,{Guy of Lusignan
14847,4760,noble title
14848,4760,King of Jerusalem
14849,4761,quantity
14850,4761,CFR DE 241 class
14851,4761,greater than
14852,4761,0.8
14853,4762,orbits completed
14854,4762,STS-125
14855,4762,equals
14856,4762,251
14857,4763,presidential campaign
14858,4763,participant
14859,4763,Emmanuel Macron
14860,4764,KAVI rating
14861,4764,A Clockwork Orange
14862,4765,point in time
14863,4765,Heinrich Böll
14864,4765,nominated for
14865,4765,Nobel Prize in Literature
14866,4766,Lana_Del_Rey
14867,4766,"languages spoken, written or signed"
14868,4766,Icelandic
14869,4767,sons
14870,4767,William Wilberforce
14871,4767,born at
14872,4767,Clapham
14873,4768,from fictional universe
14874,4768,Marvel Cinematic Universe
14875,4769,field of work
14876,4769,Edmund Hillary
14877,4769,award received
14878,4769,Padma Vibhushan
14879,4770,genetic association
14880,4770,death cause
14881,4770,Jonathan Edwards
14882,4771,cost
14883,4771,Dust
14884,4771,equals
14885,4771,3000
14886,4772,TED topic ID
14887,4772,planet
14888,4773,nomination received
14889,4773,Bradley Cooper
14890,4773,victor
14891,4773,Robert Donat
14892,4774,category of associated people
14893,4774,venue
14894,4774,Operation Bagration
14895,4775,daughter of
14896,4775,has sister
14897,4775,Elena of Montenegro
14898,4776,brand
14899,4776,product or material produced
14900,4776,SpaceX
14901,4777,test taken
14902,4777,Ben Bernanke
14903,4778,alumna of
14904,4778,painters
14905,4778,King Kong
14906,4779,vehicles per thousand people
14907,4779,Luxembourg
14908,4779,equals
14909,4779,662
14910,4780,inception
14911,4780,"dissolved, abolished or demolished"
14912,4780,{European Union
14913,4780,follows
14914,4780,European Coal and Steel Community
14915,4781,start time
14916,4781,Vincent Price
14917,4781,spouse
14918,4781,Mary Grant Price
14919,4782,located in the administrative unit
14920,4782,Turks and Caicos Islands
14921,4782,member of
14922,4782,AUSCANNZUKUS
14923,4783,Ku_Klux_Klan
14924,4783,political ideology
14925,4783,white supremacy
14926,4784,point in time
14927,4784,winner
14928,4784,{David Foster
14929,4784,award received
14930,4784,Grammy Award for Best Traditional Pop Vocal Album
14931,4785,musical artist
14932,4785,Dr. John Watson
14933,4785,forename
14934,4785,Roland
14935,4786,end time
14936,4786,Michelangelo
14937,4786,work location
14938,4786,Rome
14939,4787,league level below
14940,4787,Premier League
14941,4788,Theatricalia play ID
14942,4788,The Marriage of Figaro
14943,4789,Edward_VI_of_England
14944,4789,sibling
14945,4789,Lady Jane Grey
14946,4789,Mary I of England
14947,4790,died in
14948,4790,Thomas Young
14949,4790,position of head of government
14950,4790,Mayor of London
14951,4791,genre
14952,4791,Janet Jackson
14953,4792,manager/director
14954,4792,Schutzstaffel
14955,4793,painter
14956,4793,equivalence principle
14957,4793,tutor
14958,4793,Heinrich Friedrich Weber
14959,4794,workplace
14960,4794,Heinrich von Treitschke
14961,4794,inhabitants
14962,4794,8100.0
14963,4795,Merchant Category Code
14964,4795,fast food restaurant
14965,4796,air date
14966,4796,edition
14967,4796,Oresteia
14968,4797,profession
14969,4797,tenor
14970,4798,number of points/goals/set scored
14971,4798,2009 FIFA Club World Cup
14972,4798,equals
14973,4798,25
14974,4799,unit of time
14975,4799,MIN(Wikidata time precision)
14976,4799,part of
14977,4799,night
14978,4800,taxon
14979,4800,MIN(highest observed lifespan)
14980,4800,instance of
14981,4800,taxon
14982,4801,language of expression
14983,4801,Paul McCartney
14984,4801,acronym
14985,4801,англійська
14986,4802,human
14987,4802,head of government
14988,4802,Lviv
14989,4803,co-founder
14990,4803,worked for
14991,4803,Louis Stanley
14992,4804,child
14993,4804,Abigail Adams
14994,4804,father
14995,4805,statement is subject of
14996,4805,Otto Preminger
14997,4805,nominated for
14998,4805,Academy Award for Best Director
14999,4806,sculpture
15000,4806,time period
15001,4806,ancient Rome
15002,4807,patron
15003,4807,Thelonious Monk
15004,4808,Mad_Max
15005,4808,cast member
15006,4808,Jim Rathmann
15007,4808,Steve Clark
15008,4809,birth name
15009,4809,Ayn Rand
15010,4810,location
15011,4810,height
15012,4810,{pole vault
15013,4810,record held
15014,4810,Yelena Isinbayeva
15015,4811,ethnic conflict
15016,4811,wars
15017,4812,radiometric dating
15018,4812,'d'
15019,4813,noble family
15020,4813,family
15021,4813,Genghis Khan
15022,4814,business
15023,4814,owned by
15024,4814,The Economist
15025,4815,winner
15026,4815,point in time
15027,4815,{Kareem Abdul-Jabbar
15028,4815,award received
15029,4815,NAACP Image Award for Outstanding Literary Work
15030,4816,area
15031,4816,using
15032,4816,perception
15033,4817,tributary
15034,4817,river inflows
15035,4817,Menindee Lakes
15036,4818,Mathematics Genealogy Project ID
15037,4818,Edward Witten
15038,4819,number of out of school children
15039,4819,continent
15040,4819,Missouri River
15041,4820,aspect of
15042,4820,history of rail transport
15043,4820,not same as
15044,4820,rail guided transport
15045,4821,taxon
15046,4821,parent taxon
15047,4821,Durio
15048,4822,sister city
15049,4822,Fukuoka
15050,4822,continent
15051,4822,Oceania
15052,4823,Internet Book Database of Fiction writer ID
15053,4823,Frank Herbert
15054,4824,record label
15055,4824,owner of
15056,4824,Walt Disney Parks and Resorts
15057,4825,Ron_Jeremy
15058,4825,hair color
15059,4825,brown hair
15060,4825,black hair
15061,4826,super cultural area
15062,4826,mesoamerica
15063,4827,president
15064,4827,member of
15065,4827,René Cassin
15066,4828,human
15067,4828,residence
15068,4828,Manhattan
15069,4829,number of points/goals/set scored
15070,4829,number of matches played
15071,4829,{Roy Keane
15072,4829,member of sports team
15073,4829,Nottingham Forest F.C.
15074,4830,son of
15075,4830,has brother
15076,4830,Queenie Padilla
15077,4831,established by
15078,4831,born at
15079,4831,Suphot Panich
15080,4832,religious affiliation
15081,4832,has sister
15082,4832,Basil of Caesarea
15083,4833,spaceport
15084,4833,'s'
15085,4834,trade association
15086,4834,obsai
15087,4835,Bill_Murray
15088,4835,nominated for
15089,4835,Academy Award for Best Picture
15090,4836,human population
15091,4836,is in
15092,4836,Siege of Sevastopol
15093,4837,mass grave
15094,4837,MAX(quantity buried)
15095,4838,number of constituencies
15096,4838,municipal chamber of Florianopolis
15097,4838,equals
15098,4838,0
15099,4839,source of claim
15100,4839,house
15101,4839,Lê Thánh Tông
15102,4840,vaccine
15103,4840,vaccine for
15104,4840,mumps
15105,4840,vaccine
15106,4841,unit of time
15107,4841,MAX(Wikidata time precision)
15108,4842,runtime
15109,4842,Scala
15110,4842,latest release version
15111,4842,ECMAScript 6
15112,4843,replaces
15113,4843,Indira Gandhi
15114,4843,position held
15115,4843,Minister of Defence of India
15116,4844,PhDTree person ID
15117,4844,Noam Chomsky
15118,4845,point in time
15119,4845,educated at
15120,4845,{Leonid Kantorovich
15121,4845,academic degree
15122,4845,professor
15123,4846,YouPorn ID
15124,4846,Rocco Siffredi
15125,4847,mass
15126,4847,Alpha Andromedae
15127,4847,equals
15128,4847,3.6
15129,4848,applies to part
15130,4848,Churchill River
15131,4848,coordinate location
15132,4848,ERROR1
15133,4849,in action
15134,4849,family member
15135,4849,Peng Gang
15136,4850,has mother
15137,4850,William Michael Rossetti
15138,4850,buried in
15139,4850,Highgate Cemetery
15140,4851,inhabitants
15141,4851,place of residence
